Date,Store ID,Product ID,Customer Segments,Sales Quantity,Demand Trend,Price,External Factors,Promotions,Seasonality Factors
1/1/22,S003,P0017,Clothing,150,Increasing,27.1,Cloudy,Yes,Spring
1/1/22,S003,P0018,Toys,70,Increasing,97.08,Snowy,Yes,Winter
1/1/22,S003,P0019,Clothing,249,Increasing,26.71,Cloudy,Yes,Summer
1/1/22,S003,P0020,Electronics,370,Increasing,95.85,Cloudy,Yes,Spring
1/1/22,S004,P0001,Toys,271,Increasing,15.62,Sunny,No,Winter
1/1/22,S004,P0002,Clothing,180,Increasing,41.13,Sunny,No,Autumn
1/1/22,S004,P0003,Clothing,344,Increasing,89.32,Cloudy,No,Autumn
1/1/22,S004,P0004,Groceries,0,Decreasing,87.23,Sunny,No,Spring
1/1/22,S004,P0005,Groceries,200,Increasing,81.72,Snowy,Yes,Spring
1/1/22,S004,P0006,Electronics,382,Increasing,41.35,Snowy,No,Summer
1/1/22,S004,P0007,Electronics,190,Increasing,67.26,Cloudy,No,Summer
1/1/22,S004,P0008,Furniture,51,Increasing,85.88,Snowy,Yes,Winter
1/1/22,S004,P0009,Furniture,40,Increasing,59.23,Rainy,Yes,Summer
1/1/22,S004,P0010,Groceries,104,Increasing,33.48,Cloudy,No,Summer
1/1/22,S004,P0011,Electronics,46,Stable,54.84,Sunny,Yes,Spring
1/1/22,S004,P0012,Electronics,9,Increasing,14.25,Rainy,Yes,Spring
1/1/22,S004,P0013,Furniture,56,Increasing,61.81,Sunny,No,Autumn
1/1/22,S004,P0014,Electronics,63,Increasing,66.94,Snowy,Yes,Winter
1/1/22,S004,P0015,Clothing,181,Increasing,60.54,Cloudy,No,Autumn
1/1/22,S004,P0016,Groceries,94,Increasing,94.26,Rainy,No,Summer
1/1/22,S004,P0017,Electronics,46,Increasing,25.55,Rainy,No,Winter
1/1/22,S004,P0018,Groceries,8,Stable,16.73,Cloudy,Yes,Spring
1/1/22,S004,P0019,Groceries,172,Increasing,71.2,Rainy,Yes,Spring
1/1/22,S004,P0020,Clothing,68,Increasing,11.5,Snowy,No,Winter
1/1/22,S005,P0001,Toys,77,Increasing,70.33,Cloudy,No,Winter
1/1/22,S005,P0002,Clothing,298,Increasing,57.15,Snowy,Yes,Autumn
1/1/22,S005,P0003,Electronics,64,Increasing,36.17,Sunny,No,Spring
1/1/22,S005,P0004,Furniture,300,Increasing,50.77,Snowy,Yes,Spring
1/1/22,S005,P0005,Clothing,21,Stable,92.86,Rainy,Yes,Winter
1/1/22,S005,P0006,Groceries,176,Increasing,60.76,Cloudy,No,Summer
1/1/22,S005,P0007,Clothing,131,Increasing,46.47,Snowy,No,Summer
1/1/22,S005,P0008,Toys,317,Increasing,34.08,Snowy,Yes,Winter
1/1/22,S005,P0009,Groceries,97,Increasing,87.81,Snowy,No,Spring
1/1/22,S005,P0010,Clothing,8,Stable,37.04,Rainy,Yes,Summer
1/1/22,S005,P0011,Groceries,104,Increasing,54.12,Rainy,Yes,Summer
1/1/22,S005,P0012,Electronics,87,Increasing,67.64,Sunny,No,Summer
1/1/22,S005,P0013,Furniture,238,Increasing,82.18,Cloudy,No,Summer
1/1/22,S005,P0014,Electronics,171,Increasing,42.62,Cloudy,Yes,Autumn
1/1/22,S005,P0015,Furniture,250,Increasing,11.54,Cloudy,No,Spring
1/1/22,S005,P0016,Clothing,11,Stable,16.3,Sunny,No,Winter
1/1/22,S005,P0017,Electronics,371,Increasing,98.31,Sunny,Yes,Spring
1/1/22,S005,P0018,Furniture,107,Increasing,48.96,Snowy,Yes,Spring
1/1/22,S005,P0019,Groceries,106,Increasing,88.22,Rainy,No,Spring
1/1/22,S005,P0020,Electronics,101,Increasing,11.04,Snowy,Yes,Autumn
1/2/22,S001,P0001,Groceries,81,Increasing,27.95,Cloudy,No,Spring
1/2/22,S001,P0002,Clothing,163,Increasing,19.78,Cloudy,No,Spring
1/2/22,S001,P0003,Clothing,464,Increasing,70.99,Snowy,No,Summer
1/2/22,S001,P0004,Groceries,116,Increasing,49.56,Snowy,No,Summer
1/2/22,S001,P0005,Electronics,200,Increasing,23.76,Sunny,Yes,Summer
1/2/22,S001,P0006,Furniture,58,Increasing,47.56,Snowy,Yes,Summer
1/2/22,S001,P0007,Electronics,56,Increasing,17.1,Snowy,Yes,Autumn
1/2/22,S001,P0008,Clothing,74,Increasing,58.89,Cloudy,No,Autumn
1/2/22,S001,P0009,Toys,54,Increasing,99.76,Cloudy,No,Spring
1/2/22,S001,P0010,Clothing,39,Stable,11.44,Sunny,No,Summer
1/2/22,S001,P0011,Furniture,12,Stable,53.84,Cloudy,Yes,Spring
1/2/22,S001,P0012,Furniture,56,Increasing,57.84,Snowy,Yes,Summer
1/2/22,S001,P0013,Toys,31,Stable,35.51,Cloudy,Yes,Autumn
1/2/22,S001,P0014,Electronics,25,Stable,31.41,Cloudy,Yes,Spring
1/2/22,S001,P0015,Electronics,198,Increasing,28.06,Cloudy,Yes,Winter
1/2/22,S001,P0016,Electronics,77,Increasing,35.67,Snowy,No,Summer
1/2/22,S001,P0017,Furniture,165,Increasing,28.18,Cloudy,No,Autumn
1/2/22,S001,P0018,Toys,42,Increasing,74.42,Snowy,No,Summer
1/2/22,S001,P0019,Furniture,8,Stable,91.95,Cloudy,Yes,Spring
1/2/22,S001,P0020,Electronics,174,Increasing,97.88,Snowy,No,Autumn
1/2/22,S002,P0001,Electronics,343,Increasing,66.57,Rainy,Yes,Summer
1/2/22,S002,P0002,Furniture,71,Increasing,90.36,Rainy,No,Winter
1/2/22,S002,P0003,Groceries,157,Increasing,92.24,Snowy,Yes,Autumn
1/2/22,S002,P0004,Groceries,88,Increasing,68.71,Snowy,No,Spring
1/2/22,S002,P0005,Groceries,64,Increasing,87.22,Cloudy,Yes,Spring
1/2/22,S002,P0006,Groceries,273,Increasing,79.38,Rainy,No,Autumn
1/2/22,S002,P0007,Groceries,247,Increasing,17.41,Snowy,No,Summer
1/2/22,S002,P0008,Electronics,42,Stable,14.8,Sunny,Yes,Spring
1/2/22,S002,P0009,Electronics,197,Increasing,30.5,Sunny,No,Spring
1/2/22,S002,P0010,Groceries,374,Increasing,27.84,Cloudy,Yes,Spring
1/2/22,S002,P0011,Furniture,154,Increasing,88.62,Cloudy,No,Winter
1/2/22,S002,P0012,Toys,236,Increasing,82.35,Rainy,No,Autumn
1/2/22,S002,P0013,Toys,278,Increasing,92.57,Sunny,Yes,Summer
1/2/22,S002,P0014,Furniture,27,Stable,94.38,Rainy,No,Autumn
1/2/22,S002,P0015,Toys,106,Increasing,70.59,Cloudy,Yes,Winter
1/2/22,S002,P0016,Toys,154,Increasing,63.13,Sunny,No,Autumn
1/2/22,S002,P0017,Clothing,176,Increasing,46.04,Rainy,Yes,Autumn
1/2/22,S002,P0018,Groceries,124,Increasing,21.07,Sunny,No,Autumn
1/2/22,S002,P0019,Toys,479,Increasing,79.11,Cloudy,No,Winter
1/2/22,S002,P0020,Clothing,78,Increasing,64.99,Sunny,Yes,Summer
1/2/22,S003,P0001,Toys,114,Increasing,73.48,Cloudy,No,Autumn
1/2/22,S003,P0002,Groceries,2,Decreasing,87.5,Rainy,No,Autumn
1/2/22,S003,P0003,Toys,7,Stable,88.68,Cloudy,Yes,Autumn
1/2/22,S003,P0004,Furniture,54,Stable,82.36,Snowy,No,Autumn
1/2/22,S003,P0005,Furniture,282,Increasing,38.56,Cloudy,No,Winter
1/2/22,S003,P0006,Groceries,93,Increasing,97.74,Cloudy,No,Winter
1/2/22,S003,P0007,Electronics,85,Increasing,37.68,Cloudy,No,Autumn
1/2/22,S003,P0008,Clothing,136,Increasing,36.03,Rainy,No,Spring
1/2/22,S003,P0009,Electronics,140,Increasing,88.97,Snowy,Yes,Spring
1/2/22,S003,P0010,Furniture,79,Increasing,16.48,Cloudy,Yes,Spring
1/2/22,S003,P0011,Furniture,106,Increasing,58.37,Cloudy,Yes,Autumn
1/2/22,S003,P0012,Groceries,1,Stable,27.86,Snowy,Yes,Winter
1/2/22,S003,P0013,Electronics,203,Increasing,39.14,Rainy,Yes,Autumn
1/2/22,S003,P0014,Toys,368,Increasing,66.51,Cloudy,No,Spring
1/2/22,S003,P0015,Electronics,286,Increasing,89.65,Snowy,No,Winter
1/2/22,S003,P0016,Clothing,69,Increasing,86.7,Rainy,No,Spring
1/2/22,S003,P0017,Toys,52,Increasing,29.69,Snowy,No,Summer
1/2/22,S003,P0018,Toys,109,Increasing,86.93,Rainy,Yes,Winter
1/2/22,S003,P0019,Furniture,50,Stable,59.33,Cloudy,No,Spring
1/2/22,S003,P0020,Electronics,0,Stable,57.07,Rainy,Yes,Summer
1/2/22,S004,P0001,Electronics,22,Stable,74.16,Rainy,No,Autumn
1/2/22,S004,P0002,Electronics,45,Stable,59.38,Sunny,Yes,Spring
1/2/22,S004,P0003,Clothing,89,Increasing,48.18,Sunny,Yes,Spring
1/2/22,S004,P0004,Groceries,209,Increasing,94.75,Snowy,No,Autumn
1/2/22,S004,P0005,Toys,4,Stable,60.89,Sunny,No,Autumn
1/2/22,S004,P0006,Toys,47,Increasing,14.71,Cloudy,No,Autumn
1/2/22,S004,P0007,Furniture,115,Increasing,33.09,Rainy,No,Spring
1/2/22,S004,P0008,Toys,27,Stable,98.75,Snowy,No,Summer
1/2/22,S004,P0009,Furniture,90,Increasing,12.4,Snowy,No,Autumn
1/2/22,S004,P0010,Groceries,206,Increasing,92.01,Snowy,Yes,Autumn
1/2/22,S004,P0011,Toys,328,Increasing,92.12,Sunny,Yes,Spring
1/2/22,S004,P0012,Groceries,155,Increasing,37.39,Sunny,No,Spring
1/2/22,S004,P0013,Clothing,184,Increasing,85.35,Rainy,Yes,Spring
1/2/22,S004,P0014,Electronics,16,Stable,82.64,Cloudy,No,Autumn
1/2/22,S004,P0015,Toys,90,Increasing,92.19,Snowy,Yes,Summer
1/2/22,S004,P0016,Clothing,178,Increasing,61.41,Sunny,No,Spring
1/2/22,S004,P0017,Electronics,256,Increasing,96.47,Cloudy,No,Spring
1/2/22,S004,P0018,Furniture,27,Stable,89.33,Sunny,No,Spring
1/2/22,S004,P0019,Groceries,67,Increasing,59.49,Rainy,Yes,Spring
1/2/22,S004,P0020,Electronics,84,Increasing,73.05,Sunny,Yes,Autumn
1/2/22,S005,P0001,Groceries,67,Increasing,67.49,Sunny,No,Winter
1/2/22,S005,P0002,Furniture,15,Stable,66.05,Sunny,Yes,Autumn
1/2/22,S005,P0003,Toys,333,Increasing,80.88,Rainy,Yes,Winter
1/2/22,S005,P0004,Groceries,56,Increasing,60.5,Cloudy,Yes,Spring
1/2/22,S005,P0005,Furniture,165,Increasing,71.72,Rainy,No,Autumn
1/2/22,S005,P0006,Clothing,54,Stable,69.21,Rainy,Yes,Summer
1/2/22,S005,P0007,Clothing,93,Increasing,70.69,Snowy,No,Winter
1/2/22,S005,P0008,Furniture,250,Increasing,63.54,Cloudy,No,Summer
1/2/22,S005,P0009,Electronics,90,Increasing,78.08,Sunny,No,Winter
1/2/22,S005,P0010,Furniture,83,Increasing,43.09,Sunny,Yes,Spring
1/2/22,S005,P0011,Electronics,16,Stable,25.67,Sunny,Yes,Winter
1/2/22,S005,P0012,Toys,87,Increasing,38.59,Rainy,No,Spring
1/2/22,S005,P0013,Furniture,241,Increasing,57.99,Sunny,No,Spring
1/2/22,S005,P0014,Toys,286,Increasing,14.65,Snowy,Yes,Winter
1/2/22,S005,P0015,Clothing,60,Increasing,63.26,Rainy,Yes,Autumn
1/2/22,S005,P0016,Groceries,437,Increasing,43.64,Cloudy,Yes,Autumn
1/2/22,S005,P0017,Toys,377,Increasing,84.85,Sunny,Yes,Summer
1/2/22,S005,P0018,Clothing,83,Increasing,47.05,Rainy,Yes,Spring
1/2/22,S005,P0019,Clothing,203,Increasing,76.83,Snowy,No,Spring
1/2/22,S005,P0020,Clothing,183,Increasing,93.95,Sunny,Yes,Spring
1/3/22,S001,P0001,Electronics,5,Stable,62.7,Rainy,No,Winter
1/3/22,S001,P0002,Clothing,199,Increasing,54.02,Cloudy,No,Spring
1/3/22,S001,P0003,Toys,176,Increasing,26.03,Rainy,No,Winter
1/3/22,S001,P0004,Electronics,214,Increasing,10.19,Cloudy,Yes,Winter
1/3/22,S001,P0005,Groceries,165,Increasing,95.54,Sunny,No,Spring
1/3/22,S001,P0006,Furniture,9,Stable,57.65,Sunny,No,Summer
1/3/22,S001,P0007,Clothing,140,Increasing,87.85,Sunny,No,Winter
1/3/22,S001,P0008,Groceries,177,Increasing,53.94,Snowy,No,Autumn
1/3/22,S001,P0009,Groceries,217,Increasing,61.42,Sunny,No,Winter
1/3/22,S001,P0010,Electronics,47,Stable,99.14,Snowy,No,Autumn
1/3/22,S001,P0011,Groceries,3,Stable,60.52,Cloudy,No,Autumn
1/3/22,S001,P0012,Clothing,2,Stable,86.93,Cloudy,No,Summer
1/3/22,S001,P0013,Clothing,18,Stable,83.11,Snowy,Yes,Summer
1/3/22,S001,P0014,Toys,242,Increasing,32.28,Rainy,Yes,Winter
1/3/22,S001,P0015,Toys,228,Increasing,52.17,Sunny,Yes,Summer
1/3/22,S001,P0016,Clothing,31,Stable,93.61,Snowy,Yes,Spring
1/3/22,S001,P0017,Clothing,16,Stable,98.25,Sunny,No,Spring
1/3/22,S001,P0018,Furniture,20,Stable,78.53,Rainy,No,Autumn
1/3/22,S001,P0019,Furniture,193,Increasing,56.91,Sunny,Yes,Spring
1/3/22,S001,P0020,Toys,118,Increasing,35.32,Cloudy,Yes,Summer
1/3/22,S002,P0001,Toys,96,Increasing,48.08,Rainy,Yes,Autumn
1/3/22,S002,P0002,Electronics,48,Increasing,46.95,Snowy,Yes,Summer
1/3/22,S002,P0003,Furniture,130,Increasing,94.45,Cloudy,Yes,Winter
1/3/22,S002,P0004,Groceries,11,Stable,27.28,Snowy,Yes,Autumn
1/3/22,S002,P0005,Groceries,313,Increasing,29.74,Snowy,Yes,Winter
1/3/22,S002,P0006,Furniture,352,Increasing,27.64,Snowy,No,Summer
1/3/22,S002,P0007,Toys,265,Increasing,60.54,Rainy,No,Autumn
1/3/22,S002,P0008,Furniture,11,Stable,58.55,Cloudy,No,Summer
1/3/22,S002,P0009,Groceries,191,Increasing,58.59,Cloudy,No,Summer
1/3/22,S002,P0010,Electronics,185,Increasing,95.48,Rainy,Yes,Winter
1/3/22,S002,P0011,Clothing,143,Increasing,37.81,Snowy,Yes,Autumn
1/3/22,S002,P0012,Electronics,85,Increasing,48.7,Rainy,No,Spring
1/3/22,S002,P0013,Groceries,270,Increasing,65.89,Cloudy,No,Summer
1/3/22,S002,P0014,Groceries,233,Increasing,20.37,Rainy,Yes,Spring
1/3/22,S002,P0015,Furniture,187,Increasing,46.25,Snowy,No,Spring
1/3/22,S002,P0016,Electronics,39,Stable,71.74,Rainy,No,Winter
1/3/22,S002,P0017,Toys,234,Increasing,20.57,Rainy,Yes,Autumn
1/3/22,S002,P0018,Clothing,213,Increasing,29.88,Rainy,Yes,Autumn
1/3/22,S002,P0019,Clothing,55,Increasing,73.98,Rainy,Yes,Winter
1/3/22,S002,P0020,Groceries,22,Stable,45.02,Sunny,No,Spring
1/3/22,S003,P0001,Clothing,100,Increasing,82.88,Sunny,Yes,Autumn
1/3/22,S003,P0002,Groceries,353,Increasing,17.36,Cloudy,Yes,Spring
1/3/22,S003,P0003,Electronics,255,Increasing,42.7,Snowy,No,Autumn
1/3/22,S003,P0004,Clothing,154,Increasing,89.67,Sunny,No,Autumn
1/3/22,S003,P0005,Clothing,147,Increasing,65.77,Cloudy,Yes,Spring
1/3/22,S003,P0006,Electronics,342,Increasing,95.74,Cloudy,No,Summer
1/3/22,S003,P0007,Furniture,54,Stable,98.9,Cloudy,No,Summer
1/3/22,S003,P0008,Toys,289,Increasing,41.11,Cloudy,No,Summer
1/3/22,S003,P0009,Toys,179,Increasing,42.07,Snowy,Yes,Winter
1/3/22,S003,P0010,Furniture,175,Increasing,95.89,Rainy,Yes,Autumn
1/3/22,S003,P0011,Clothing,209,Increasing,84.12,Sunny,No,Spring
1/3/22,S003,P0012,Toys,109,Increasing,71.21,Rainy,Yes,Summer
1/3/22,S003,P0013,Groceries,43,Stable,49.23,Rainy,Yes,Spring
1/3/22,S003,P0014,Toys,58,Stable,21.87,Rainy,Yes,Autumn
1/3/22,S003,P0015,Electronics,399,Increasing,60.83,Cloudy,Yes,Spring
1/3/22,S003,P0016,Clothing,95,Increasing,56.78,Rainy,No,Winter
1/3/22,S003,P0017,Clothing,296,Increasing,76.12,Snowy,No,Spring
1/3/22,S003,P0018,Electronics,105,Increasing,98.9,Sunny,No,Winter
1/3/22,S003,P0019,Clothing,103,Increasing,46.24,Cloudy,No,Autumn
1/3/22,S003,P0020,Toys,131,Increasing,16.35,Cloudy,No,Autumn
1/3/22,S004,P0001,Groceries,66,Increasing,83.63,Sunny,No,Summer
1/3/22,S004,P0002,Groceries,163,Increasing,81.57,Cloudy,Yes,Winter
1/3/22,S004,P0003,Clothing,98,Increasing,44.68,Snowy,No,Spring
1/3/22,S004,P0004,Groceries,150,Increasing,60.11,Rainy,Yes,Summer
1/3/22,S004,P0005,Furniture,15,Stable,24.63,Snowy,No,Winter
1/3/22,S004,P0006,Electronics,36,Stable,36.31,Cloudy,Yes,Autumn
1/3/22,S004,P0007,Electronics,303,Increasing,11.36,Cloudy,Yes,Autumn
1/3/22,S004,P0008,Electronics,209,Increasing,63.1,Rainy,Yes,Winter
1/3/22,S004,P0009,Electronics,69,Increasing,30.82,Sunny,No,Winter
1/3/22,S004,P0010,Electronics,143,Increasing,23.73,Snowy,No,Winter
1/3/22,S004,P0011,Clothing,239,Increasing,29.49,Sunny,No,Winter
1/3/22,S004,P0012,Groceries,192,Increasing,74.42,Cloudy,Yes,Autumn
1/3/22,S004,P0013,Clothing,23,Stable,58.3,Rainy,Yes,Autumn
1/3/22,S004,P0014,Groceries,165,Increasing,60.58,Sunny,Yes,Winter
1/3/22,S004,P0015,Groceries,85,Increasing,73.48,Rainy,No,Spring
1/3/22,S004,P0016,Groceries,79,Increasing,16.18,Cloudy,No,Spring
1/3/22,S004,P0017,Toys,33,Stable,38.52,Rainy,No,Spring
1/3/22,S004,P0018,Electronics,270,Increasing,46.93,Snowy,No,Winter
1/3/22,S004,P0019,Toys,1,Decreasing,80.41,Snowy,No,Winter
1/3/22,S004,P0020,Clothing,149,Increasing,95.33,Cloudy,No,Winter
1/3/22,S005,P0001,Groceries,3,Stable,36.3,Snowy,No,Winter
1/3/22,S005,P0002,Electronics,59,Increasing,82.08,Sunny,Yes,Spring
1/3/22,S005,P0003,Groceries,15,Stable,46.4,Snowy,No,Summer
1/3/22,S005,P0004,Groceries,351,Increasing,59.76,Cloudy,No,Spring
1/3/22,S005,P0005,Groceries,66,Increasing,60.35,Sunny,Yes,Winter
1/3/22,S005,P0006,Groceries,62,Increasing,40.61,Snowy,Yes,Autumn
1/3/22,S005,P0007,Clothing,77,Increasing,63.61,Rainy,Yes,Winter
1/3/22,S005,P0008,Electronics,177,Increasing,97.09,Snowy,Yes,Summer
1/3/22,S005,P0009,Electronics,349,Increasing,52.72,Sunny,No,Winter
1/3/22,S005,P0010,Groceries,74,Increasing,14.41,Sunny,Yes,Spring
1/3/22,S005,P0011,Groceries,40,Stable,74.14,Cloudy,Yes,Winter
1/3/22,S005,P0012,Toys,72,Increasing,46.94,Rainy,Yes,Winter
1/3/22,S005,P0013,Toys,190,Increasing,23.04,Snowy,No,Autumn
1/3/22,S005,P0014,Toys,263,Increasing,28.02,Sunny,Yes,Autumn
1/3/22,S005,P0015,Toys,126,Increasing,86.82,Cloudy,No,Autumn
1/3/22,S005,P0016,Clothing,17,Stable,80.31,Cloudy,Yes,Spring
1/3/22,S005,P0017,Toys,19,Stable,41.28,Rainy,No,Spring
1/3/22,S005,P0018,Toys,36,Stable,38.42,Snowy,Yes,Winter
1/3/22,S005,P0019,Toys,207,Increasing,59.93,Snowy,No,Autumn
1/3/22,S005,P0020,Toys,91,Increasing,66.76,Sunny,No,Summer
1/4/22,S001,P0001,Groceries,58,Increasing,77.88,Cloudy,Yes,Winter
1/4/22,S001,P0002,Electronics,91,Increasing,88.22,Sunny,Yes,Autumn
1/4/22,S001,P0003,Toys,70,Increasing,10.55,Cloudy,No,Winter
1/4/22,S001,P0004,Electronics,0,Stable,44.81,Sunny,Yes,Winter
1/4/22,S001,P0005,Electronics,32,Stable,69.65,Snowy,No,Spring
1/4/22,S001,P0006,Clothing,8,Increasing,53.35,Cloudy,No,Spring
1/4/22,S001,P0007,Groceries,341,Increasing,33.47,Cloudy,No,Spring
1/4/22,S001,P0008,Electronics,347,Increasing,61.1,Sunny,No,Winter
1/4/22,S001,P0009,Groceries,15,Stable,45.25,Sunny,No,Summer
1/4/22,S001,P0010,Toys,85,Increasing,94.98,Rainy,No,Autumn
1/4/22,S001,P0011,Toys,30,Stable,24.21,Sunny,No,Spring
1/4/22,S001,P0012,Electronics,136,Increasing,66.07,Snowy,No,Winter
1/4/22,S001,P0013,Toys,31,Stable,34.68,Sunny,No,Winter
1/4/22,S001,P0014,Clothing,7,Stable,98.28,Cloudy,Yes,Spring
1/4/22,S001,P0015,Electronics,377,Increasing,87.24,Cloudy,Yes,Spring
1/4/22,S001,P0016,Groceries,28,Stable,93.4,Sunny,No,Summer
1/4/22,S001,P0017,Toys,348,Increasing,53.02,Cloudy,Yes,Autumn
1/4/22,S001,P0018,Groceries,258,Increasing,58.54,Sunny,Yes,Summer
1/4/22,S001,P0019,Toys,41,Increasing,63.29,Sunny,Yes,Autumn
1/4/22,S001,P0020,Electronics,49,Stable,10.93,Snowy,Yes,Winter
1/4/22,S002,P0001,Clothing,83,Increasing,45.49,Sunny,Yes,Spring
1/4/22,S002,P0002,Furniture,60,Increasing,52.33,Cloudy,Yes,Summer
1/4/22,S002,P0003,Toys,448,Increasing,41.55,Rainy,No,Winter
1/4/22,S002,P0004,Toys,11,Stable,58.13,Sunny,Yes,Summer
1/4/22,S002,P0005,Groceries,390,Increasing,25.67,Snowy,No,Spring
1/4/22,S002,P0006,Clothing,81,Increasing,33.96,Sunny,No,Summer
1/4/22,S002,P0007,Electronics,121,Increasing,81.35,Cloudy,No,Spring
1/4/22,S002,P0008,Groceries,44,Increasing,57.34,Rainy,No,Spring
1/4/22,S002,P0009,Toys,88,Increasing,50.36,Cloudy,No,Winter
1/4/22,S002,P0010,Groceries,142,Increasing,51.34,Rainy,Yes,Autumn
1/4/22,S002,P0011,Toys,48,Stable,13.09,Snowy,Yes,Summer
1/4/22,S002,P0012,Electronics,61,Increasing,94.85,Cloudy,No,Winter
1/4/22,S002,P0013,Electronics,140,Increasing,16.47,Sunny,No,Summer
1/4/22,S002,P0014,Toys,390,Increasing,82.15,Cloudy,Yes,Summer
1/4/22,S002,P0015,Toys,91,Increasing,61.13,Rainy,No,Summer
1/4/22,S002,P0016,Groceries,32,Stable,63.74,Snowy,No,Winter
1/4/22,S002,P0017,Electronics,60,Increasing,66.78,Snowy,Yes,Winter
1/4/22,S002,P0018,Clothing,206,Increasing,30.12,Sunny,Yes,Winter
